"Domain","MBFC factual","Site Rank","Year online","Name","Media Bias/Fact Check URL","Wikipedia","MBFC","lang","MisinfoMe","Logically","Our.news","URL","✓"
"empireherald.com","low","15343499","2016","Empire Herald","https://mediabiasfactcheck.com/empire-herald/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","FN","en","-1.0","low","Problematic","https://empireherald.com/","↗"
"en-volve.com","very-low","326775","2016","En-volve","https://mediabiasfactcheck.com/en-volve/","","FN","en","-1.0","low","Problematic","https://en-volve.com/","↗"
"en.metapedia.org","low","60690","","Metapedia","https://mediabiasfactcheck.com/metapedia/","https://en.wikipedia.org/wiki/Metapedia","FN","en","-0.4","low","","https://en.metapedia.org/","↗"
"en.newsner.com","very-low","60852","","Newsner","https://mediabiasfactcheck.com/newsner/","","FN","en","0.0","unknown","","https://en.newsner.com/","↗"
"endthefed.org","low","1917909","2015","End the Fed","https://mediabiasfactcheck.com/end-the-fed/","","FN","en","0.0","low","","https://endthefed.org/","↗"
"escapeallthesethings.com","low","1117542","2004","Escape all these Things","https://mediabiasfactcheck.com/escape-all-these-things/","","CP","en","0.4","low","Problematic","https://escapeallthesethings.com/","↗"
"eugenics.news","very-low","4619005","","Eugenics.News","https://mediabiasfactcheck.com/eugenics-news/","","CP","en","0.0","low","Problematic","https://eugenics.news/","↗"
"eutimes.net","low","746635","2009","The European Union Times","https://mediabiasfactcheck.com/the-european-union-times/","","CP","en","-0.1","low","Problematic","https://eutimes.net/","↗"
"everylegalvote.com","low","61873","2020","Every Legal Vote","https://mediabiasfactcheck.com/every-legal-vote/","","FN","en","0.0","unknown","","https://everylegalvote.com/","↗"
"evil.news","low","9016680","2015","Evil.News","https://mediabiasfactcheck.com/evil-news/","https://en.wikipedia.org/wiki/Natural_News","FN","en","0.0","unknown","","https://evil.news/","↗"
"evolutionnews.org","low","147408","2004","Evolution News and Views","https://mediabiasfactcheck.com/evolution-news-and-views/","","CP","en","0.1","low","Problematic","https://evolutionnews.org/","↗"
"explainlife.com","very-low","240818","2004","Explain Life","https://mediabiasfactcheck.com/explain-life/","","FN","en","-1.0","unknown","Unverified","https://explainlife.com/","↗"
"fairus.org","low","149084","1995","The Federation for American Immigration Reform","https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/","https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform","FN","en","0.2","unknown","","https://www.fairus.org/","↗"
"fellowshipoftheminds.com","low","109424","2013","Fellowship of the Minds","https://mediabiasfactcheck.com/fellowship-of-the-minds/","","CP","en","-0.9","low","Problematic","https://fellowshipoftheminds.com/","↗"
"focusonthefamily.com","low","33829","1999","Focus on the Family","https://mediabiasfactcheck.com/focus-on-the-family/","https://en.wikipedia.org/wiki/Focus_on_the_Family","FN","en","0.7","low","Unverified","https://www.focusonthefamily.com/","↗"
"food.news","very-low","2704667","","Food.News","https://mediabiasfactcheck.com/food-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://food.news/","↗"
"foreverconscious.com","low","189774","2013","Forever Conscious","https://mediabiasfactcheck.com/forever-conscious/","","CP","en","0.3","low","Problematic","https://foreverconscious.com/","↗"
"fortherightnews.com","low","4561531","2017","For the Right News","https://mediabiasfactcheck.com/for-the-right-news/","","FN","en","0.0","low","","https://www.fortherightnews.com/","↗"
"fr.sputniknews.com","very-low","1047","2011","Sputnik France","https://mediabiasfactcheck.com/sputnik-news-agency-france-bias/","https://en.wikipedia.org/wiki/RT_(TV_network)","FN","fr","0.0","low","Problematic","https://fr.sputniknews.com/","↗"
"frankspeech.com","very-low","22147","2016","Frank Speech","https://mediabiasfactcheck.com/frank-speech-mike-lindell/","https://en.wikipedia.org/wiki/Frank_(website)","FN","en","0.6","unknown","","https://www.frankspeech.com/","↗"
"frc.org","low","171433","1995","Family Research Council","https://mediabiasfactcheck.com/family-research-council/","https://en.wikipedia.org/wiki/Family_Research_Council","FN","en","0.2","low","Unverified","https://frc.org/","↗"
"free-speechfront.info","low","4392810","2019","Free-Speech Front","https://mediabiasfactcheck.com/free-speech-front/","","FN","en","-0.6","unknown","","http://www.free-speechfront.info/","↗"
"freedom.news","very-low","20000000","2015","Freedom.News","https://mediabiasfactcheck.com/freedom-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://freedom.news/","↗"
"freedomadvocates.org","low","5095191","","Freedom Advocates","https://mediabiasfactcheck.com/freedom-advocates-agenda-21/","","CP","en","0.0","low","Problematic","https://www.freedomadvocates.org/","↗"
"freedomainradio.com","low","332816","2006","Freedomain Radio","https://mediabiasfactcheck.com/freedomain-radio/","https://en.wikipedia.org/wiki/Stefan_Molyneux","CP","en","-0.3","low","Problematic","https://www.freedomainradio.com/","↗"
"freedomdaily.com","low","8199533","2013","Freedom Daily","https://mediabiasfactcheck.com/freedom-daily/","","FN","en","-1.0","low","Problematic","https://www.freedomdaily.com/","↗"
"freedomfirstnetwork.com","low","86244","","Freedom First Network","https://mediabiasfactcheck.com/freedom-first-network/","","FN","en","-0.6","unknown","","https://freedomfirstnetwork.com/","↗"
"freedomproject.com","low","2917368","","FreedomProject Media","https://mediabiasfactcheck.com/freedomproject-media/","","FN","en","0.1","unknown","Unverified","https://freedomproject.com/","↗"
"freeworldnews.tv","very-low","66866","2021","Banned.Video","https://mediabiasfactcheck.com/freeworldnews-tv/","","CP","en","0.0","unknown","","https://freeworldnews.tv/","↗"
"friatider.se","low","146672","2009","Fria Tider","https://mediabiasfactcheck.com/fria-tider-free-times/","","FN","sv","-0.8","unknown","","https://www.friatider.se/","↗"
"fromthetrenchesworldreport.com","low","361089","","From the Trenches World Report","https://mediabiasfactcheck.com/from-the-trenches-world-report/","","CP","en","-0.5","low","Problematic","https://fromthetrenchesworldreport.com/","↗"
"frontpagemag.com","low","53181","1998","FrontPage Magazine","https://mediabiasfactcheck.com/frontpage-magazine/","https://en.wikipedia.org/wiki/FrontPage_Magazine","FN","en","-0.7","low","Problematic","https://www.frontpagemag.com/","↗"
"fury.news","very-low","7548165","","Fury News","https://mediabiasfactcheck.com/fury-news/","","FN","en","0.0","low","Unverified","https://www.fury.news/","↗"
"gaia.com","low","18355","1992","Gaia","https://mediabiasfactcheck.com/gaia/","","CP","en","0.0","low","Problematic","https://www.gaia.com/","↗"
"gellerreport.com","low","83508","2016","Geller Report","https://mediabiasfactcheck.com/geller-report/","https://en.wikipedia.org/wiki/Pamela_Geller","FN","en","-1.0","low","Problematic","https://gellerreport.com/","↗"
"geoengineering.news","very-low","20000000","","Geoengineering.News","https://mediabiasfactcheck.com/geoengineering-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://geoengineering.news/","↗"
"geoengineeringwatch.org","low","218564","","GeoEngineering Watch","https://mediabiasfactcheck.com/geoengineering-watch/","","CP","en","-0.6","low","Problematic","https://www.geoengineeringwatch.org/","↗"
"geopol.institute","low","1584225","2020","Geopolitical Studies Institute","https://mediabiasfactcheck.com/national-policy-institute/","","FN","en","0.0","unknown","","https://geopol.institute/","↗"
"getholistichealth.com","low","288994","2003","Get Holistic Health","https://mediabiasfactcheck.com/get-holistic-health/","","CP","en","-0.9","low","Problematic","https://www.getholistichealth.com/","↗"
"gettr.com","low","10803","","GETTR","https://mediabiasfactcheck.com/gettr/","https://en.wikipedia.org/wiki/Gettr","FN","en","-0.6","unknown","","https://gettr.com/","↗"
"glitch.news","very-low","4703013","2015","Glitch.News","https://mediabiasfactcheck.com/glitch-news/","","CP","en","0.2","low","","https://glitch.news/","↗"
"globalinfotoday.com","low","20000000","2016","Global Info Today","https://mediabiasfactcheck.com/global-info-today/","","FN","en","0.0","low","","https://globalinfotoday.com/","↗"
"globalresearch.ca","low","26012","2001","Global Research","https://mediabiasfactcheck.com/global-research/","https://en.wikipedia.org/wiki/Michel_Chossudovsky#Centre_for_Research_on_Globalization","CP","en","-0.8","low","Problematic","https://www.globalresearch.ca/","↗"
"globalskywatch.com","low","1422431","","Global Skywatch","https://mediabiasfactcheck.com/global-skywatch/","","CP","en","0.0","low","","https://globalskywatch.com/","↗"
"globemagazine.com","very-low","2751943","1999","Globe Magazine","https://mediabiasfactcheck.com/globe-magazine/","","FN","en","0.2","low","","https://www.globemagazine.com/","↗"
"gmo.news","very-low","20000000","","GMO.News","https://mediabiasfactcheck.com/gmo-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","-0.2","low","","https://gmo.news/","↗"
"gnews.org","low","22665","","Gnews","https://mediabiasfactcheck.com/gnews/","","FN","en","-0.6","low","Problematic","https://gnews.org/","↗"
"godandscience.org","low","549935","1999","Evidence for God from Science","https://mediabiasfactcheck.com/evidence-for-god-from-science/","","CP","en","0.7","low","Problematic","https://godandscience.org/","↗"
"godlikeproductions.com","low","12222","2000","Godlike Productions","https://mediabiasfactcheck.com/godlike-productions/","","CP","en","-0.7","low","Problematic","https://www.godlikeproductions.com/","↗"
"goodgopher.com","very-low","413031","2014","GoodGopher","https://mediabiasfactcheck.com/goodgopher/","","FN","en","0.0","low","","https://goodgopher.com/","↗"
"goodsciencing.com","very-low","80921","2021","Real Science","https://mediabiasfactcheck.com/real-science-goodsciencing-com-bias/","","FN","en","0.6","unknown","","https://goodsciencing.com/","↗"
"goop.com","low","13260","1996","Goop","https://mediabiasfactcheck.com/goop/","https://en.wikipedia.org/wiki/Goop_(company)","CP","en","0.6","low","Unverified","https://goop.com/","↗"
"gotquestions.org","low","6153","2002","Got Questions","https://mediabiasfactcheck.com/got-questions-gotquestions-org/","","CP","en","0.8","low","Problematic","https://www.gotquestions.org/","↗"
"govtslaves.com","low","20000000","2008","Government Slaves","https://mediabiasfactcheck.com/government-slaves/","","CP","en","0.0","low","Problematic","https://govtslaves.com/","↗"
"grainoftruth.ca","very-low","1827170","2018","Grain of Truth","https://mediabiasfactcheck.com/grain-of-truth/","","FN","en","0.0","low","","https://grainoftruth.ca/","↗"
"greatamericandaily.com","low","282103","2016","Great American Daily","https://mediabiasfactcheck.com/great-american-daily/","","FN","en","0.0","low","","https://greatamericandaily.com/","↗"
"greatamericanrepublic.com","low","4166209","2016","Great American Republic","https://mediabiasfactcheck.com/allen-west-republic/","","FN","en","0.0","low","Unverified","https://greatamericanrepublic.com/","↗"
"greatreject.org","very-low","270084","","GreatReject","https://mediabiasfactcheck.com/greatreject/","","CP","en","-0.9","unknown","","https://greatreject.org/","↗"
"greenmedinfo.com","low","55143","","GreenMedInfo","https://mediabiasfactcheck.com/greenmedinfo/","","CP","en","-0.6","low","Problematic","https://www.greenmedinfo.com/","↗"
"greenvillegazette.com","low","3724708","2013","Greenville Gazette","https://mediabiasfactcheck.com/greenville-gazette/","","L","en","0.0","unknown","Unverified","https://www.greenvillegazette.com/","↗"
"gulagbound.com","low","2485234","2010","Gulag Bound","https://mediabiasfactcheck.com/gulag-bound/","","CP","en","-0.3","low","Problematic","https://gulagbound.com/","↗"
"hagmannreport.com","low","1215502","2015","Hagmann Report","https://mediabiasfactcheck.com/the-hagmann-report/","","FN","en","0.2","unknown","","https://www.hagmannreport.com/","↗"
"halturnerradioshow.com","very-low","91611","2017","Hal Turner Radio Show","https://mediabiasfactcheck.com/hal-turner-radio-show/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","FN","en","-0.6","low","Unverified","https://halturnerradioshow.com/index.php/en/","↗"
"hangthebankers.com","low","596098","2012","Hang The Bankers","https://mediabiasfactcheck.com/hang-the-bankers/","","FN","en","-0.8","low","","https://hangthebankers.com/","↗"
"hannity.com","low","69187","1998","Sean Hannity","https://mediabiasfactcheck.com/hannity-com/","https://en.wikipedia.org/wiki/Sean_Hannity","FN","en","-0.1","low","Verified","https://hannity.com/","↗"
"healingfoodreference.com","very-low","2981377","","Healing Food Reference","https://mediabiasfactcheck.com/healing-food-reference/","","CP","en","0.5","low","","https://healingfoodreference.com/","↗"
"healingoracle.ch","very-low","1132882","","Healing Oracle","https://mediabiasfactcheck.com/healing-oracle/","","CP","en","0.0","low","Problematic","https://healingoracle.ch/","↗"
"health.news","very-low","957767","","Health.News","https://mediabiasfactcheck.com/health-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://health.news/","↗"
"healthimpactnews.com","very-low","184109","2011","Health Impact News","https://mediabiasfactcheck.com/health-impact-news/","","CP","en","-0.8","low","Problematic","https://healthimpactnews.com/","↗"
"healthnutnews.com","very-low","85465","2013","Health Nut News","https://mediabiasfactcheck.com/health-nut-news/","","CP","en","-0.9","low","Problematic","https://www.healthnutnews.com/","↗"
"healthranger.com","very-low","2517608","","The Health Ranger","https://mediabiasfactcheck.com/the-health-ranger/","","CP","en","-0.1","low","","https://healthranger.com/","↗"
"healthrangerreport.com","very-low","1357638","2015","Health Ranger Report","https://mediabiasfactcheck.com/health-ranger-report/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://healthrangerreport.com/","↗"
"healthy-holistic-living.com","low","61516","2006","Healthy Holistic Living","https://mediabiasfactcheck.com/healthy-holistic-living/","","CP","en","-0.9","low","Problematic","https://www.healthy-holistic-living.com/","↗"
"healthyfoodhouse.com","low","41171","2012","Healthy Food House","https://mediabiasfactcheck.com/healthy-food-house/","","CP","en","-0.3","low","Problematic","https://www.healthyfoodhouse.com/","↗"
"heartland.org","low","314281","1994","Heartland Institute","https://mediabiasfactcheck.com/heartland-institute/","https://en.wikipedia.org/wiki/Heartland_Institute","FN","en","-0.3","low","Unverified","https://heartland.org/","↗"
"herbreference.com","very-low","4217904","","Herbreference.com","https://mediabiasfactcheck.com/herbreference-com/","","CP","en","0.0","low","","https://herbreference.com/","↗"
"hoggwatch.com","low","3451464","2018","Hogg Watch","https://mediabiasfactcheck.com/hogg-watch/","https://en.wikipedia.org/wiki/Natural_News","FN","en","0.0","low","","https://hoggwatch.com/","↗"
"homevaccineeducationnetwork.com","very-low","20000000","2019","Home Vaccine Education Network","https://mediabiasfactcheck.com/home-vaccine-education-network-bias/","","CP","en","","unknown","","https://homevaccineeducationnetwork.com/","↗"
"hsionline.com","low","648601","2009","Health Sciences Institute","https://mediabiasfactcheck.com/health-sciences-institute/","","CP","en","0.0","low","Problematic","https://hsionline.com/","↗"
"humansarefree.com","low","96003","","Humans are Free","https://mediabiasfactcheck.com/humans-are-free/","","CP","en","-0.6","low","Problematic","https://humansarefree.com/","↗"
"iceagenow.info","low","434235","2011","Ice Age Now","https://mediabiasfactcheck.com/ice-age-now/","","CP","en","0.2","low","Problematic","https://www.iceagenow.info/","↗"
"icr.org","very-low","114323","1995","Institute for Creation Research (IRC)","https://mediabiasfactcheck.com/institute-for-creation-research-icr/","","CP","en","-0.2","low","","https://www.icr.org/","↗"
"ihatethemedia.com","low","1238104","","I Hate the Media","https://mediabiasfactcheck.com/i-hate-the-media/","","FN","en","0.5","low","","https://www.ihatethemedia.com/","↗"
"ihealthtube.com","low","804636","","iHealthtube.com","https://mediabiasfactcheck.com/ihealthtube/","","CP","en","0.4","low","Problematic","https://ihealthtube.com/","↗"
"ihr.org","very-low","335362","1998","Institute for Historical Review (IHR)","https://mediabiasfactcheck.com/institute-for-historical-review/","https://en.wikipedia.org/wiki/Institute_for_Historical_Review","FN","en","-0.2","low","","https://ihr.org/","↗"
"illicitinfo.com","low","269313","2018","Illicit Info","https://mediabiasfactcheck.com/illicit-info/","","FN","en","0.0","low","","https://illicitinfo.com/","↗"
"illuminatiwatcher.com","low","544983","2012","Illuminati Watcher","https://mediabiasfactcheck.com/illuminati-watcher/","","CP","en","-0.9","low","Problematic","https://illuminatiwatcher.com/","↗"
"ilovemyfreedom.org","very-low","61855","2015","I Love My Freedom","https://mediabiasfactcheck.com/i-love-my-freedom/","","FN","en","-1.0","low","","https://ilovemyfreedom.org/","↗"
"infiniteunknown.net","low","549776","2008","Infinite Unknown","https://mediabiasfactcheck.com/infinite-unknown/","","CP","en","-0.5","low","Problematic","https://infiniteunknown.net/","↗"
"infogalactic.com","low","107104","2016","InfoGalactic","https://mediabiasfactcheck.com/infogalactic/","https://en.wikipedia.org/wiki/Vox_Day","FN","en","0.0","low","","https://infogalactic.com/info/Main_Page","↗"
"informationliberation.com","low","92020","2004","Information Liberation","https://mediabiasfactcheck.com/information-liberation/","","FN","en","-0.9","unknown","Problematic","https://www.informationliberation.com/","↗"
"inforos.ru","low","564067","2000","InfoRos.ru","https://mediabiasfactcheck.com/inforos/","","FN","ru","0.2","low","","https://inforos.ru/","↗"
"infowars.com","very-low","4158","1999","Infowars","https://mediabiasfactcheck.com/infowars-alex-jones/","https://en.wikipedia.org/wiki/InfoWars","CP","en","-0.9","low","Problematic","https://www.infowars.com/","↗"
"ingredients.news","very-low","9416739","2015","Ingredients.News","https://mediabiasfactcheck.com/ingredients-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://ingredients.news/","↗"
"intellihub.com","low","151112","","Intellihub","https://mediabiasfactcheck.com/intellihub/","","CP","en","-0.7","low","Problematic","https://www.intellihub.com/","↗"
"iowaclimate.org","low","5736613","2016","Iowa Climate Science Education","https://mediabiasfactcheck.com/iowa-climate-science-education/","","CP","en","0.0","low","Problematic","https://iowaclimate.org/","↗"
"israelislamandendtimes.com","low","827742","2013","Israel, Islam and End Times","https://mediabiasfactcheck.com/israel-islam-end-times/","","CP","en","0.0","low","Problematic","https://www.israelislamandendtimes.com/","↗"
"it.sputniknews.com","very-low","1047","2011","Sputnik Italia","https://mediabiasfactcheck.com/sputnik-news-agency-italia-bias/","https://en.wikipedia.org/wiki/RT_(TV_network)","FN","it","0.3","low","Problematic","https://it.sputniknews.com/","↗"
"jedanews.com","low","2318392","2019","Jeda News","https://mediabiasfactcheck.com/jeda-news/","","CP","it","","medium","","https://www.jedanews.com/","↗"
"jesus-is-savior.com","very-low","125795","2002","Jesus is Savior","https://mediabiasfactcheck.com/jesus-is-savior/","","CP","en","-0.3","low","Problematic","https://jesus-is-savior.com/","↗"
"jesusdaily.com","low","445389","","Jesus Daily","https://mediabiasfactcheck.com/jesus-daily/","","CP","en","0.6","low","Problematic","https://www.jesusdaily.com/","↗"
"joebiden.news","very-low","3704017","2017","Joe Biden News","https://mediabiasfactcheck.com/joebiden-news/","","CP","en","0.0","low","","https://joebiden.news/","↗"
"judicialwatch.org","low","52168","1997","Judicial Watch","https://mediabiasfactcheck.com/judicial-watch/","https://en.wikipedia.org/wiki/Judicial_Watch","FN","en","0.2","low","Unverified","https://www.judicialwatch.org/","↗"
"junkscience.com","low","671381","1996","JunkScience.com","https://mediabiasfactcheck.com/junkscience-com/","","CP","en","0.3","low","Problematic","https://junkscience.com/","↗"
"knowledgeoftoday.org","low","1231221","","Knowledge of Today","https://mediabiasfactcheck.com/knowledge-of-today/","","CP","en","-0.5","low","","https://www.knowledgeoftoday.org/","↗"
"larouchepac.com","low","151717","2004","LaRouche PAC","https://mediabiasfactcheck.com/larouche-pac/","https://en.wikipedia.org/wiki/Worldwide_LaRouche_Youth_Movement#LaRouche_PAC","CP","en","0.4","low","Problematic","https://larouchepac.com/","↗"
"learntherisk.org","very-low","1015206","2015","LearnTheRisk.org","https://mediabiasfactcheck.com/learntherisk-org/","https://en.wikipedia.org/wiki/Learn_The_Risk","CP","en","0.0","low","Problematic","https://learntherisk.org/","↗"
"leftaction.com","low","2899350","2010","Left Action","https://mediabiasfactcheck.com/left-action/","","FN","en","0.5","low","Unverified","https://leftaction.com/","↗"
"leftcult.com","very-low","3357840","2017","LeftCult","https://mediabiasfactcheck.com/leftcult/","","CP","en","0.0","low","","https://leftcult.com/","↗"
"leftexposed.org","low","2647658","2014","Left Exposed","https://mediabiasfactcheck.com/left-exposed/","","FN","en","0.0","low","","https://leftexposed.org/","↗"
"lesmoutonsrebelles.com","very-low","3162217","2016","Moutons Rebelles","https://mediabiasfactcheck.com/les-moutons-rebelles-the-rebel-sheep-bias/","","CP","fr","-1.0","unknown","Problematic","https://lesmoutonsrebelles.com/","↗"
"lewrockwell.com","low","43237","1999","Lew Rockwell","https://mediabiasfactcheck.com/lew-rockwell/","https://en.wikipedia.org/wiki/Lew_Rockwell","FN","en","0.1","low","Unverified","https://www.lewrockwell.com/","↗"
"liberty.news","very-low","3754007","2015","Liberty.News","https://mediabiasfactcheck.com/liberty-news-2/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://liberty.news/","↗"
"libertybell.com","low","2369605","2003","Liberty Bell","https://mediabiasfactcheck.com/liberty-bell/","","FN","en","-0.3","unknown","","https://www.libertybell.com/","↗"
"libertyhangout.org","low","671279","2015","Liberty Hangout","https://mediabiasfactcheck.com/liberty-hangout/","https://en.wikipedia.org/wiki/Kaitlin_Bennett","R","en","0.0","medium","Unverified","https://libertyhangout.org/","↗"
"libertyvideos.org","low","16953997","","Liberty Videos","https://mediabiasfactcheck.com/liberty-videos/","","CP","en","-0.7","low","Problematic","https://libertyvideos.org/","↗"
"libtards.news","very-low","8087318","2015","Libtards.News","https://mediabiasfactcheck.com/libtards-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://libtards.news/","↗"
"lifenews.com","low","73063","2001","Life News","https://mediabiasfactcheck.com/life-news/","","FN","en","-0.7","medium","Verified","https://www.lifenews.com/","↗"
"lifesitenews.com","low","31358","2002","Life Site News","https://mediabiasfactcheck.com/life-site-news/","","FN","en","-0.2","low","Unverified","https://www.lifesitenews.com/","↗"
"lifespa.com","low","108758","1997","LifeSpa","https://mediabiasfactcheck.com/lifespa/","","CP","en","0.0","low","Problematic","https://lifespa.com/","↗"
"lindelltv.com","very-low","124895","2019","Lindell TV","https://mediabiasfactcheck.com/lindell-tv/","https://en.wikipedia.org/wiki/Mike_Lindell","FN","en","-1.0","unknown","","https://lindelltv.com/","↗"
"londonwebnews.com","low","9122758","2017","London Web News","https://mediabiasfactcheck.com/london-web-news/","","FN","en","0.0","low","Problematic","https://londonwebnews.com/","↗"
"loonwatch.com","low","3630876","","LoonWatch","https://mediabiasfactcheck.com/loonwatch/","","FN","en","0.0","low","","https://www.loonwatch.com/","↗"
"madworldnews.com","low","154163","2013","Mad World News","https://mediabiasfactcheck.com/mad-world-news/","","FN","en","-0.7","low","Problematic","https://madworldnews.com/","↗"
"mainstreamfakemedia.com","low","4062382","2017","Mainstream Fake Media","https://mediabiasfactcheck.com/mainstream-fake-media-bias/","","FN","en","","unknown","","https://mainstreamfakemedia.com/","↗"
"mediafactwatch.com","very-low","4296371","2015","Media Fact Watch","https://mediabiasfactcheck.com/media-fact-watch/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://mediafactwatch.com/","↗"
"medicalkidnap.com","very-low","388625","2014","Medical Kidnap","https://mediabiasfactcheck.com/medical-kidnap/","","CP","en","-1.0","low","Problematic","https://medicalkidnap.com/","↗"
"medicalmedium.com","low","87680","","Medical Medium","https://mediabiasfactcheck.com/medical-medium/","https://en.wikipedia.org/wiki/Anthony_William","CP","en","0.2","low","Problematic","https://www.medicalmedium.com/","↗"
"medicine.news","low","5074305","2015","Medicine News","https://mediabiasfactcheck.com/medicine-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://medicine.news/","↗"
"meforum.org","low","218826","2000","Middle East Forum","https://mediabiasfactcheck.com/middle-east-forum/","https://en.wikipedia.org/wiki/Middle_East_Forum","FN","en","0.6","low","","https://www.meforum.org/","↗"
"mercola.com","low","6133","1997","Mercola","https://mediabiasfactcheck.com/mercola/","https://en.wikipedia.org/wiki/Joseph_Mercola","CP","en","0.0","low","Problematic","https://www.mercola.com/","↗"
"merica1st.com","low","946379","2017","National Conservative","http://mediabiasfactcheck.com/council-of-concerned-citizens/","","FN","en","-0.6","unknown","","https://merica1st.com/","↗"
"micdroppolitics.com","low","1523661","2020","Mic Drop Politics","https://mediabiasfactcheck.com/mic-drop-politics-bias/","","FN","en","","medium","Unverified","https://www.micdroppolitics.com/","↗"
"mixi.media","low","42288","","Mixi.Media","https://mediabiasfactcheck.com/mixi-media/","","FN","en","0.0","low","","https://mixi.media/","↗"
"moonbattery.com","low","317014","2004","MoonBattery","https://mediabiasfactcheck.com/moonbattery/","","FN","en","0.6","low","","https://moonbattery.com/","↗"
"mtonews.com","low","19722","2014","MTO News","https://mediabiasfactcheck.com/mto-news-bias/","","FN","en","0.6","unknown","Unverified","https://mtonews.com/","↗"
"myrightamerica.com","low","10467000","2016","My Right American","https://mediabiasfactcheck.com/my-right-american/","","FN","en","0.0","low","","https://myrightamerica.com/","↗"
"natall.com","very-low","2928699","1995","National Alliance","https://mediabiasfactcheck.com/national-alliance/","https://en.wikipedia.org/wiki/National_Alliance_(United_States)","FN","en","-0.5","low","","https://natall.com/","↗"
"nationaleconomicseditorial.com","low","1649565","2016","National Economics Editorial","https://mediabiasfactcheck.com/national-economics-editorial/","","FN","en","0.2","low","","https://nationaleconomicseditorial.com/","↗"
"nationalenquirer.com","low","55172","1996","National Enquirer","https://mediabiasfactcheck.com/national-enquirer/","https://en.wikipedia.org/wiki/National_Enquirer","FN","en","-0.7","low","Unverified","https://www.nationalenquirer.com/","↗"
"nationalfile.com","low","51619","2019","National File","https://mediabiasfactcheck.com/national-file/","","CP","en","-0.7","low","Problematic","https://nationalfile.com/","↗"
"nationalinsiders.com","low","1377414","2012","National Insiders","https://mediabiasfactcheck.com/national-insiders-bias/","","FN","en","","unknown","","https://nationalinsiders.com/","↗"
"nationalrighttolifenews.org","low","1014698","","NRL News Today","https://mediabiasfactcheck.com/nrl-news-today/","","FN","en","0.5","low","","https://www.nationalrighttolifenews.org/","↗"
"nationalsecurity.news","very-low","8581318","2015","NationalSecurity.News","https://mediabiasfactcheck.com/nationalsecurity-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://nationalsecurity.news/","↗"
"nationalvanguard.org","very-low","138165","2003","National Vanguard","https://mediabiasfactcheck.com/national-vanguard/","https://en.wikipedia.org/wiki/National_Vanguard_(American_organization)","FN","en","-0.4","low","Unverified","https://nationalvanguard.org/","↗"
"naturalmedicine.news","very-low","3935491","2015","NaturalMedicine.News","https://mediabiasfactcheck.com/naturalmedicine-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://naturalmedicine.news/","↗"
"naturalnews.com","very-low","18138","","Natural News","https://mediabiasfactcheck.com/natural-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","-0.9","low","Problematic","https://naturalnews.com/","↗"
"naturalnewsblogs.com","very-low","289298","2017","NaturalNewsBlogs","https://mediabiasfactcheck.com/naturalnewsblogs/","https://en.wikipedia.org/wiki/Natural_News","CP","en","-0.8","low","","https://naturalnewsblogs.com/","↗"
"naturalnewsradio.com","very-low","3023044","2008","Natural News Radio","https://mediabiasfactcheck.com/natural-news-radio/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://naturalnewsradio.com/","↗"
"naturalpedia.com","very-low","1054871","","NaturalPedia.com","https://mediabiasfactcheck.com/naturalpedia-com/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","","https://naturalpedia.com/","↗"
"navarroreport.com","low","290190","2020","The Navarro Report","https://mediabiasfactcheck.com/navarro-report/","https://en.wikipedia.org/wiki/Peter_Navarro","FN","en","0.0","unknown","","https://navarroreport.com/","↗"
"needtoknow.news","low","145567","","Need to Know","https://mediabiasfactcheck.com/need-to-know/","","CP","en","0.0","low","Problematic","https://needtoknow.news/","↗"
"neonnettle.com","low","66999","2013","Neon Nettle","https://mediabiasfactcheck.com/neon-nettle/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","CP","en","-0.9","low","Problematic","https://neonnettle.com/","↗"
"newamericannews.com","low","13193223","2016","New American News","https://mediabiasfactcheck.com/new-american-news/","","CP","en","0.0","low","Problematic","https://newamericannews.com/","↗"
